Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.01471 0.00000 8.00000 0.6582319736 2.3566098858    0.658 -0.939  3.6334  4.681    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.19e-15      0.00 7.108e-01 2.744e-01 2.653e-03 7.158e-04 6.492e-03 -1.000 1.475e-02 7.119 7.366 8.096 6.536
0.01471 0.00000 8.00000 0.7000000477 2.3779267258    0.700 -0.842  3.6500  4.677    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.98e-15      0.00 7.109e-01 2.743e-01 2.653e-03 7.157e-04 6.492e-03 -1.000 1.476e-02 6.875 7.043 7.700 6.262
0.01471 0.00000 8.00000 0.7004067302 2.3781199536    0.701 -0.841  3.6502  4.677    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-14      0.00 7.109e-01 2.743e-01 2.653e-03 7.157e-04 6.492e-03 -1.000 1.476e-02 6.872 7.040 7.695 6.259
0.01471 0.00000 8.00000 0.7500000000 2.3998889087    0.750 -0.697  3.6767  4.669    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-14      0.00 7.110e-01 2.743e-01 2.618e-03 7.147e-04 6.491e-03 -1.000 1.470e-02 6.514 6.568 7.123 5.863
0.01471 0.00000 8.00000 0.8000000119 2.4187244405    0.800 -0.569  3.6961  4.647    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-14      0.00 7.110e-01 2.743e-01 2.617e-03 7.146e-04 6.491e-03 -1.000 1.476e-02 6.193 6.186 6.681 5.530
0.01471 0.00000 8.00000 0.8485322595 2.4345872946    0.848 -0.451  3.7135  4.624    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.35e-14      0.00 7.111e-01 2.742e-01 2.616e-03 7.145e-04 6.490e-03 -1.000 1.469e-02 5.899 5.847 6.295 5.233
0.01471 0.00000 8.00000 0.8500000238 2.4350346840    0.850 -0.448  3.7141  4.624    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-14      0.00 7.111e-01 2.742e-01 2.616e-03 7.145e-04 6.490e-03 -1.000 1.469e-02 5.890 5.837 6.283 5.224
0.01471 0.00000 8.00000 0.8999999762 2.4492786016    0.899 -0.334  3.7310  4.602    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.07e-14      0.00 7.111e-01 2.742e-01 2.616e-03 7.144e-04 6.488e-03 -1.000 1.476e-02 5.605 5.518 5.925 4.943
0.01471 0.00000 8.00000 0.9499999881 2.4618121868    0.950 -0.225  3.7460  4.577    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.95e-14      0.00 7.112e-01 2.741e-01 2.615e-03 7.142e-04 6.487e-03 -1.000 1.475e-02 5.333 5.226 5.597 4.686
0.01471 0.00000 8.00000 1.0236972570 2.4777442273    1.024 -0.067  3.7659  4.531    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.57e-14      0.00 7.114e-01 2.738e-01 2.614e-03 7.136e-04 6.482e-03 -1.000 1.473e-02 4.938 4.816 5.141 4.322
0.01471 0.00000 8.00000 1.0436547995 2.4816159457    1.043 -0.030  3.7705  4.520    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.92e-14      0.00 7.115e-01 2.738e-01 2.613e-03 7.136e-04 6.482e-03 -1.000 1.472e-02 4.845 4.721 5.036 4.238
0.01471 0.00000 8.00000 1.0499999523 2.4828114860    1.050 -0.018  3.7719  4.517    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.03e-14      0.00 7.115e-01 2.738e-01 2.613e-03 7.136e-04 6.482e-03 -1.000 1.471e-02 4.816 4.691 5.003 4.212
0.01471 0.00000 8.00000 1.1000000238 2.4916801480    1.099  0.080  3.7832  4.484    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.06e-14      0.00 7.117e-01 2.735e-01 2.611e-03 7.131e-04 6.476e-03 -1.000 1.476e-02 4.570 4.443 4.730 3.992
0.01471 0.00000 8.00000 1.1141220331 2.4940198146    1.113  0.111  3.7869  4.473    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.44e-14      0.00 7.119e-01 2.734e-01 2.610e-03 7.128e-04 6.474e-03 -1.000 1.474e-02 4.492 4.365 4.644 3.922
0.01471 0.00000 8.00000 1.1499999762 2.4996678137    1.149  0.177  3.7942  4.451    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.22e-14      0.00 7.121e-01 2.733e-01 2.608e-03 7.123e-04 6.470e-03 -1.000 1.464e-02 4.329 4.201 4.466 3.777
0.01471 0.00000 8.00000 1.2000000477 2.5068948796    1.200  0.267  3.8041  4.419    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.31e-14      0.00 7.121e-01 2.732e-01 2.609e-03 7.123e-04 6.471e-03 -1.000 1.471e-02 4.103 3.978 4.222 3.577
0.01471 0.00000 8.00000 1.2500000000 2.5134610955    1.250  0.353  3.8138  4.389    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 7.122e-01 2.731e-01 2.609e-03 7.123e-04 6.470e-03 -1.000 1.471e-02 3.888 3.765 3.991 3.388
0.01471 0.00000 8.00000 1.2999999523 2.5194498592    1.300  0.434  3.8229  4.362    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-13      0.00 7.122e-01 2.731e-01 2.608e-03 7.122e-04 6.469e-03 -1.000 1.470e-02 3.685 3.564 3.774 3.208
0.01471 0.00000 8.00000 1.3499999046 2.5249313472    1.350  0.511  3.8324  4.339    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-13      0.00 7.122e-01 2.731e-01 2.608e-03 7.122e-04 6.470e-03 -1.000 1.469e-02 3.493 3.374 3.568 3.040
0.01471 0.00000 8.00000 1.3999999762 2.5299650300    1.400  0.583  3.8421  4.322    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-13      0.00 7.123e-01 2.731e-01 2.608e-03 7.122e-04 6.469e-03 -1.000 1.463e-02 3.312 3.195 3.373 2.884
0.01471 0.00000 8.00000 1.4500000477 2.5346015836    1.450  0.651  3.8530  4.312    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-13      0.00 7.123e-01 2.730e-01 2.608e-03 7.121e-04 6.468e-03 -1.000 1.472e-02 3.141 3.029 3.190 2.743
0.01471 0.00000 8.00000 1.5000000000 2.5388844597    1.500  0.718  3.8655  4.310    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-13      0.00 7.124e-01 2.729e-01 2.607e-03 7.120e-04 6.467e-03 -1.000 1.470e-02 2.976 2.869 3.011 2.614
0.01471 0.00000 8.00000 1.5499999523 2.5428511323    1.550  0.780  3.8789  4.315    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.08e-14      0.00 7.124e-01 2.728e-01 2.607e-03 7.118e-04 6.466e-03 -1.000 1.472e-02 2.819 2.721 2.843 2.498
0.01471 0.00000 8.00000 1.6000000238 2.5465340628    1.600  0.842  3.8922  4.321    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.82e-14      0.00 7.125e-01 2.728e-01 2.606e-03 7.117e-04 6.465e-03 -1.000 1.471e-02 2.666 2.579 2.681 2.389
0.01471 0.00000 8.00000 1.6406339407 2.5493377196    1.640  0.889  3.9023  4.325    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.25e-14      0.00 7.125e-01 2.728e-01 2.606e-03 7.116e-04 6.464e-03 -1.000 1.470e-02 2.548 2.471 2.559 2.307
0.01471 0.00000 8.00000 1.6500000954 2.5499614852    1.649  0.900  3.9046  4.326    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.82e-14      0.00 7.125e-01 2.728e-01 2.606e-03 7.116e-04 6.464e-03 -1.000 1.469e-02 2.521 2.447 2.532 2.289
0.01471 0.00000 8.00000 1.7000000477 2.5531580802    1.699  0.956  3.9165  4.331    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.126e-01 2.727e-01 2.605e-03 7.115e-04 6.463e-03 -1.000 1.468e-02 2.381 2.324 2.392 2.196
0.01471 0.00000 8.00000 1.7500000000 2.5561455243    1.749  1.009  3.9277  4.334    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.126e-01 2.727e-01 2.605e-03 7.114e-04 6.462e-03 -1.000 1.473e-02 2.247 2.209 2.262 2.108
0.01471 0.00000 8.00000 1.7865247726 2.5582067163    1.785  1.047  3.9354  4.336    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.127e-01 2.726e-01 2.605e-03 7.113e-04 6.462e-03 -1.000 1.469e-02 2.152 2.131 2.175 2.048
0.01471 0.00000 8.00000 1.7999998331 2.5589429021    1.799  1.061  3.9382  4.336    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.127e-01 2.726e-01 2.605e-03 7.113e-04 6.462e-03 -1.000 1.467e-02 2.117 2.103 2.144 2.026
0.01471 0.00000 8.00000 1.8499999046 2.5615671142    1.849  1.111  3.9480  4.338    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.128e-01 2.726e-01 2.604e-03 7.113e-04 6.460e-03 -1.000 1.466e-02 1.993 2.006 2.036 1.948
0.01471 0.00000 8.00000 1.8999999762 2.5640331260    1.899  1.159  3.9571  4.338    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.127e-01 2.726e-01 2.604e-03 7.112e-04 6.460e-03 -1.000 1.466e-02 1.873 1.914 1.936 1.873
0.01471 0.00000 8.00000 1.9500000477 2.5663542714    1.950  1.206  3.9657  4.337    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.128e-01 2.725e-01 2.604e-03 7.111e-04 6.459e-03 -1.000 1.467e-02 1.756 1.828 1.842 1.801
0.01471 0.00000 8.00000 2.0000000000 2.5685424513    2.000  1.251  3.9739  4.336    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.128e-01 2.725e-01 2.604e-03 7.111e-04 6.459e-03 -1.000 1.469e-02 1.643 1.746 1.754 1.731
0.01471 0.00000 8.00000 2.0499999523 2.5706083333    2.050  1.295  3.9817  4.334    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.128e-01 2.725e-01 2.604e-03 7.110e-04 6.459e-03 -1.000 1.473e-02 1.533 1.668 1.671 1.664
0.01471 0.00000 8.00000 2.0999999046 2.5725614918    2.099  1.338  3.9891  4.331    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.129e-01 2.725e-01 2.603e-03 7.110e-04 6.458e-03 -1.000 1.465e-02 1.426 1.593 1.590 1.598
0.01471 0.00000 8.00000 2.1470744610 2.5743050875    2.146  1.377  3.9957  4.328    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.129e-01 2.724e-01 2.603e-03 7.109e-04 6.458e-03 -1.000 1.466e-02 1.328 1.524 1.518 1.538
0.01471 0.00000 8.00000 2.1500000954 2.5744105556    2.149  1.379  3.9961  4.327    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.129e-01 2.724e-01 2.603e-03 7.109e-04 6.458e-03 -1.000 1.466e-02 1.322 1.520 1.513 1.534
0.01471 0.00000 8.00000 2.2000000477 2.5761632879    2.199  1.420  4.0030  4.324    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.129e-01 2.724e-01 2.603e-03 7.109e-04 6.458e-03 -1.000 1.471e-02 1.220 1.449 1.438 1.470
0.01471 0.00000 8.00000 2.2500000000 2.5778267375    2.249  1.460  4.0095  4.320    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.129e-01 2.724e-01 2.603e-03 7.109e-04 6.457e-03 -1.000 1.468e-02 1.120 1.380 1.366 1.408
0.01471 0.00000 8.00000 2.2999999523 2.5794072884    2.299  1.499  4.0158  4.316    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.129e-01 2.724e-01 2.603e-03 7.108e-04 6.457e-03 -1.000 1.466e-02 1.023 1.312 1.295 1.347
0.01471 0.00000 8.00000 2.3050634861 2.5795629606    2.304  1.503  4.0165  4.315    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.129e-01 2.724e-01 2.603e-03 7.108e-04 6.457e-03 -1.000 1.466e-02 1.013 1.306 1.288 1.340
0.01471 0.00000 8.00000 2.4000000954 2.5823423892    2.399  1.575  4.0280  4.307    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.130e-01 2.724e-01 2.603e-03 7.108e-04 6.457e-03 -1.000 1.467e-02 0.833 1.182 1.158 1.227
0.01471 0.00000 8.00000 2.5057764053 2.5851556810    2.505  1.651  4.0400  4.298    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.119e-01 2.734e-01 2.611e-03 7.130e-04 6.476e-03 -1.000 1.472e-02 0.642 1.049 1.021 1.104
0.01471 0.00000 8.00000 2.5999999046 2.5874412955    2.600  1.718  4.0503  4.289    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 0.476 0.935 0.902 0.998
0.01471 0.00000 8.00000 2.7854900360 2.5914256105    2.786  1.842  4.0689  4.268    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 0.164 0.719 0.679 0.794
0.01471 0.00000 8.00000 2.7999999523 2.5917117820    2.800  1.852  4.0703  4.267    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 0.141 0.702 0.662 0.778
0.01471 0.00000 8.00000 2.9223275185 2.5939950504    2.923  1.930  4.0816  4.253    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -0.054 0.566 0.522 0.649
0.01471 0.00000 8.00000 3.0000000000 2.5953341962    3.000  1.978  4.0885  4.243    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -0.175 0.482 0.435 0.568
0.01471 0.00000 8.00000 3.0670003891 2.5964269009    3.067  2.019  4.0941  4.235    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -0.277 0.410 0.361 0.500
0.01471 0.00000 8.00000 3.2000000477 2.5984409005    3.199  2.099  4.1048  4.216    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -0.476 0.267 0.215 0.364
0.01471 0.00000 8.00000 3.2661247253 2.5993723051    3.265  2.137  4.1098  4.206    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -0.573 0.198 0.144 0.297
0.01471 0.00000 8.00000 3.3818168640 2.6009015902    3.380  2.204  4.1183  4.188    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -0.740 0.077 0.020 0.181
0.01471 0.00000 8.00000 3.4000000954 2.6011310876    3.398  2.215  4.1195  4.185    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -0.766 0.058 0.001 0.163
0.01471 0.00000 8.00000 3.4408161640 2.6016360991    3.439  2.237  4.1224  4.179    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -0.824 0.016 -0.041 0.123
0.01471 0.00000 8.00000 3.5434710979 2.6028473008    3.541  2.295  4.1292  4.161    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -0.967 -0.089 -0.149 0.021
0.01471 0.00000 8.00000 3.5999999046 2.6034804580    3.598  2.326  4.1327  4.151    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -1.045 -0.148 -0.209 -0.035
0.01471 0.00000 8.00000 3.7141757011 2.6046919661    3.712  2.388  4.1395  4.129    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -1.200 -0.265 -0.328 -0.149
0.01471 0.00000 8.00000 3.7999999523 2.6055477288    3.798  2.435  4.1442  4.112    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -1.317 -0.355 -0.420 -0.236
0.01471 0.00000 8.00000 3.8424263000 2.6059545648    3.841  2.457  4.1464  4.103    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -1.373 -0.399 -0.464 -0.279
0.01471 0.00000 8.00000 3.9661476612 2.6070840132    3.966  2.524  4.1522  4.073    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.154e-04 6.497e-03 -1.000 1.476e-02 -1.540 -0.534 -0.601 -0.410
